12,10,历史人物解读,讲座,2025-03-28,2025-04-03,邀请专家进行的历史人物解读主题讲座，欢迎感兴趣的观众参加。,47,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
13,6,世界文化遗产展,临时展览,2026-01-30,2026-06-09,特别策划的临时展览，展期有限，展示世界文化遗产展的精彩内容。,430,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
14,4,武汉三镇发展史展,常设展览,2025-09-29,2026-02-27,本展览长期陈列，展示武汉三镇发展史展的丰富内容，欢迎公众前来参观。,,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
15,11,电影放映会,其他活动,2024-11-19,2024-11-24,丰富多彩的电影放映会，促进文化交流与分享。,316,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
16,10,环境保护与可持续发展,讲座,2026-01-20,2026-01-25,邀请专家进行的环境保护与可持续发展主题讲座，欢迎感兴趣的观众参加。,151,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
17,7,中国古代书画展,临时展览,2026-01-02,2026-05-06,特别策划的临时展览，展期有限，展示中国古代书画展的精彩内容。,453,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
18,10,亲子共读日,其他活动,2026-02-28,2026-03-03,丰富多彩的亲子共读日，促进文化交流与分享。,376,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
19,1,亲子共读日,其他活动,2025-01-25,2025-01-28,丰富多彩的亲子共读日，促进文化交流与分享。,338,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
20,4,青年艺术家联展,临时展览,2026-03-29,2026-08-25,特别策划的临时展览，展期有限，展示青年艺术家联展的精彩内容。,327,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
21,11,古籍修复体验,工作坊,2025-09-28,2025-10-05,互动性强的古籍修复体验体验活动，适合各年龄段参与者。,335,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
22,6,艺术鉴赏与收藏,讲座,2026-03-12,2026-03-15,邀请专家进行的艺术鉴赏与收藏主题讲座，欢迎感兴趣的观众参加。,37,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
23,9,中国古代书画展,临时展览,2024-06-04,2024-09-29,特别策划的临时展览，展期有限，展示中国古代书画展的精彩内容。,411,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
24,3,健康生活方式,讲座,2024-10-12,2024-10-17,邀请专家进行的健康生活方式主题讲座，欢迎感兴趣的观众参加。,187,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
25,9,数字技术与文化遗产展,临时展览,2026-01-30,2026-07-17,特别策划的临时展览，展期有限，展示数字技术与文化遗产展的精彩内容。,442,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
26,9,中国传统文化解读,讲座,2025-01-29,2025-01-30,邀请专家进行的中国传统文化解读主题讲座，欢迎感兴趣的观众参加。,433,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
27,8,艺术鉴赏与收藏,讲座,2025-07-04,2025-07-06,邀请专家进行的艺术鉴赏与收藏主题讲座，欢迎感兴趣的观众参加。,141,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
28,10,合唱音乐会,表演,2026-01-28,2026-01-29,精彩的合唱音乐会，为观众带来视听盛宴。,433,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
29,6,世界文化遗产展,临时展览,2024-05-30,2024-08-10,特别策划的临时展览，展期有限，展示世界文化遗产展的精彩内容。,363,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
30,8,湖北民俗文化展,常设展览,2026-01-08,2026-04-15,本展览长期陈列，展示湖北民俗文化展的丰富内容，欢迎公众前来参观。,,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
31,6,武汉三镇发展史展,常设展览,2025-10-14,2026-04-09,本展览长期陈列，展示武汉三镇发展史展的丰富内容，欢迎公众前来参观。,,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
32,3,文化遗产保护志愿者活动,其他活动,2024-06-06,2024-06-08,丰富多彩的文化遗产保护志愿者活动，促进文化交流与分享。,439,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
33,1,传统手工艺体验,工作坊,2024-11-19,2024-11-26,互动性强的传统手工艺体验体验活动，适合各年龄段参与者。,113,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
34,6,艺术鉴赏与收藏,讲座,2025-06-28,2025-07-05,邀请专家进行的艺术鉴赏与收藏主题讲座，欢迎感兴趣的观众参加。,319,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
35,9,历史人物解读,讲座,2025-09-18,2025-09-25,邀请专家进行的历史人物解读主题讲座，欢迎感兴趣的观众参加。,421,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
36,5,文物修复技术展,临时展览,2026-01-17,2026-02-20,特别策划的临时展览，展期有限，展示文物修复技术展的精彩内容。,56,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
37,8,青年艺术家联展,临时展览,2024-09-13,2024-11-16,特别策划的临时展览，展期有限，展示青年艺术家联展的精彩内容。,72,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
38,11,现代舞蹈表演,表演,2025-08-07,2025-08-10,精彩的现代舞蹈表演，为观众带来视听盛宴。,221,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
39,8,世界文化遗产展,临时展览,2024-08-04,2024-10-23,特别策划的临时展览，展期有限，展示世界文化遗产展的精彩内容。,499,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
40,5,世界文化遗产展,临时展览,2025-06-04,2025-07-04,特别策划的临时展览，展期有限，展示世界文化遗产展的精彩内容。,360,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
41,10,儿童剧场,表演,2025-07-17,2025-07-22,精彩的儿童剧场，为观众带来视听盛宴。,484,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
42,9,近代中国工业展,常设展览,2025-08-30,2025-12-24,本展览长期陈列，展示近代中国工业展的丰富内容，欢迎公众前来参观。,,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
43,2,文化遗产保护志愿者活动,其他活动,2024-12-22,2024-12-29,丰富多彩的文化遗产保护志愿者活动，促进文化交流与分享。,137,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
44,2,环保DIY工作坊,工作坊,2024-07-18,2024-07-19,互动性强的环保DIY工作坊体验活动，适合各年龄段参与者。,217,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
45,1,古籍修复体验,工作坊,2026-03-02,2026-03-08,互动性强的古籍修复体验体验活动，适合各年龄段参与者。,33,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
46,4,文学经典赏析,讲座,2026-05-19,2026-05-23,邀请专家进行的文学经典赏析主题讲座，欢迎感兴趣的观众参加。,294,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
47,5,科学实验室,工作坊,2025-09-06,2025-09-10,互动性强的科学实验室体验活动，适合各年龄段参与者。,344,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
48,5,当代艺术特展,临时展览,2025-08-11,2025-12-27,特别策划的临时展览，展期有限，展示当代艺术特展的精彩内容。,250,1,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
49,4,数字技术与文化遗产展,临时展览,2024-11-10,2025-03-05,特别策划的临时展览，展期有限，展示数字技术与文化遗产展的精彩内容。,61,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
50,1,亲子共读日,其他活动,2025-05-19,2025-05-26,丰富多彩的亲子共读日，促进文化交流与分享。,255,0,计划中,,2025-05-22 16:58:49,2025-05-22 16:58:49
